user_id,datetime,step,version
231,2020-10-06 15:50:25,4 - services & options,A
232,2020-10-11 11:26:41,1 - arrivée souscription,B
232,2020-10-11 11:29:51,2 - estimateur,B
232,2020-10-11 11:30:01,3 - devis & info persos,B
232,2020-10-11 11:33:11,4 - services & options,B
232,2020-10-11 11:34:21,5 - PCE / PDL,B
232,2020-10-11 11:36:31,6 - Facturation & paiement,B
232,2020-10-11 11:38:41,7 - Récap,B
232,2020-10-11 11:40:51,8 - Fini !,B
233,2020-10-04 08:39:17,1 - arrivée souscription,B
233,2020-10-04 08:42:17,2 - estimateur,B
233,2020-10-04 08:46:17,3 - devis & info persos,B
233,2020-10-04 08:49:17,4 - services & options,B
234,2020-10-06 18:21:16,1 - arrivée souscription,A
234,2020-10-06 18:24:36,2 - estimateur,A
234,2020-10-06 18:26:56,3 - devis & info persos,A
234,2020-10-06 18:27:16,4 - services & options,A
234,2020-10-06 18:29:36,5 - PCE / PDL,A
234,2020-10-06 18:32:56,6 - Facturation & paiement,A
234,2020-10-06 18:35:16,7 - Récap,A
234,2020-10-06 18:37:36,8 - Fini !,A
235,2020-10-04 12:58:03,1 - arrivée souscription,B
235,2020-10-04 13:01:23,2 - estimateur,B
235,2020-10-04 13:02:43,3 - devis & info persos,B
235,2020-10-04 13:04:03,4 - services & options,B
235,2020-10-04 13:07:23,5 - PCE / PDL,B
236,2020-10-13 14:58:44,1 - arrivée souscription,A
236,2020-10-13 15:01:54,2 - estimateur,A
237,2020-10-14 10:29:48,1 - arrivée souscription,A
237,2020-10-14 10:33:38,2 - estimateur,A
237,2020-10-14 10:39:28,3 - devis & info persos,A
237,2020-10-14 10:43:18,4 - services & options,A
237,2020-10-14 10:49:08,5 - PCE / PDL,A
237,2020-10-14 10:53:58,6 - Facturation & paiement,A
237,2020-10-14 10:57:48,7 - Récap,A
237,2020-10-14 11:03:38,8 - Fini !,A
238,2020-10-15 09:51:19,1 - arrivée souscription,B
238,2020-10-15 09:53:19,2 - estimateur,B
238,2020-10-15 09:58:19,3 - devis & info persos,B
238,2020-10-15 10:01:19,4 - services & options,B
238,2020-10-15 10:03:19,5 - PCE / PDL,B
238,2020-10-15 10:07:19,6 - Facturation & paiement,B
238,2020-10-15 10:09:19,7 - Récap,B
238,2020-10-15 10:12:19,8 - Fini !,B
239,2020-10-04 20:23:53,1 - arrivée souscription,A
239,2020-10-04 20:28:13,2 - estimateur,A
240,2020-10-05 09:57:01,1 - arrivée souscription,A
240,2020-10-05 09:58:01,2 - estimateur,A
240,2020-10-05 09:59:01,3 - devis & info persos,A
241,2020-10-04 17:49:10,1 - arrivée souscription,A
241,2020-10-04 17:53:20,2 - estimateur,A
241,2020-10-04 17:56:30,3 - devis & info persos,A
241,2020-10-04 18:02:40,4 - services & options,A
241,2020-10-04 18:04:50,5 - PCE / PDL,A
241,2020-10-04 18:11:00,6 - Facturation & paiement,A
241,2020-10-04 18:15:10,7 - Récap,A
241,2020-10-04 18:17:20,8 - Fini !,A
242,2020-10-11 08:56:47,1 - arrivée souscription,A
242,2020-10-11 08:57:47,2 - estimateur,A
242,2020-10-11 08:59:47,3 - devis & info persos,A
242,2020-10-11 09:03:47,4 - services & options,A
242,2020-10-11 09:04:47,5 - PCE / PDL,A
242,2020-10-11 09:05:47,6 - Facturation & paiement,A
242,2020-10-11 09:08:47,7 - Récap,A
242,2020-10-11 09:11:47,8 - Fini !,A
243,2020-10-12 19:39:00,1 - arrivée souscription,B
243,2020-10-12 19:43:20,2 - estimateur,B
243,2020-10-12 19:48:40,3 - devis & info persos,B
243,2020-10-12 19:51:00,4 - services & options,B
243,2020-10-12 19:57:20,5 - PCE / PDL,B
243,2020-10-12 20:01:40,6 - Facturation & paiement,B
243,2020-10-12 20:06:00,7 - Récap,B
243,2020-10-12 20:08:20,8 - Fini !,B
244,2020-10-05 14:50:34,1 - arrivée souscription,A
244,2020-10-05 14:55:34,2 - estimateur,A
245,2020-10-13 12:07:59,1 - arrivée souscription,A
245,2020-10-13 12:08:59,2 - estimateur,A
245,2020-10-13 12:10:59,3 - devis & info persos,A
245,2020-10-13 12:12:59,4 - services & options,A
246,2020-10-04 10:10:03,1 - arrivée souscription,B
247,2020-10-11 14:20:54,1 - arrivée souscription,A
247,2020-10-11 14:21:44,2 - estimateur,A
247,2020-10-11 14:23:34,3 - devis & info persos,A
247,2020-10-11 14:24:24,4 - services & options,A
247,2020-10-11 14:25:14,5 - PCE / PDL,A
247,2020-10-11 14:24:04,6 - Facturation & paiement,A
247,2020-10-11 14:24:54,7 - Récap,A
247,2020-10-11 14:25:44,8 - Fini !,A
248,2020-10-12 12:14:15,1 - arrivée souscription,B
248,2020-10-12 12:16:35,2 - estimateur,B
248,2020-10-12 12:16:55,3 - devis & info persos,B
248,2020-10-12 12:17:15,4 - services & options,B
248,2020-10-12 12:20:35,5 - PCE / PDL,B
248,2020-10-12 12:20:55,6 - Facturation & paiement,B
248,2020-10-12 12:23:15,7 - Récap,B
249,2020-10-08 11:54:02,1 - arrivée souscription,A
249,2020-10-08 11:55:42,2 - estimateur,A
249,2020-10-08 11:58:22,3 - devis & info persos,A
249,2020-10-08 12:01:02,4 - services & options,A
249,2020-10-08 12:04:42,5 - PCE / PDL,A
250,2020-10-15 14:48:21,1 - arrivée souscription,A
250,2020-10-15 14:51:21,2 - estimateur,A
250,2020-10-15 14:57:21,3 - devis & info persos,A
250,2020-10-15 15:00:21,4 - services & options,A
250,2020-10-15 15:04:21,5 - PCE / PDL,A
250,2020-10-15 15:07:21,6 - Facturation & paiement,A
250,2020-10-15 15:11:21,7 - Récap,A
250,2020-10-15 15:15:21,8 - Fini !,A
251,2020-10-09 10:35:45,1 - arrivée souscription,B
251,2020-10-09 10:37:15,2 - estimateur,B
251,2020-10-09 10:40:45,3 - devis & info persos,B
251,2020-10-09 10:44:15,4 - services & options,B
251,2020-10-09 10:45:45,5 - PCE / PDL,B
251,2020-10-09 10:48:15,6 - Facturation & paiement,B
251,2020-10-09 10:51:45,7 - Récap,B
251,2020-10-09 10:53:15,8 - Fini !,B
252,2020-10-07 15:50:57,1 - arrivée souscription,B
252,2020-10-07 15:56:17,2 - estimateur,B
252,2020-10-07 15:58:37,3 - devis & info persos,B
252,2020-10-07 16:04:57,4 - services & options,B
252,2020-10-07 16:07:17,5 - PCE / PDL,B
252,2020-10-07 16:11:37,6 - Facturation & paiement,B
252,2020-10-07 16:17:57,7 - Récap,B
253,2020-10-09 13:37:16,1 - arrivée souscription,A
254,2020-10-07 14:19:27,1 - arrivée souscription,B
254,2020-10-07 14:20:07,2 - estimateur,B
254,2020-10-07 14:22:47,3 - devis & info persos,B
255,2020-10-13 19:35:09,1 - arrivée souscription,A
255,2020-10-13 19:40:29,2 - estimateur,A
256,2020-10-10 08:53:57,1 - arrivée souscription,B
257,2020-10-02 09:49:14,1 - arrivée souscription,B
257,2020-10-02 09:51:54,2 - estimateur,B
258,2020-10-14 16:28:17,1 - arrivée souscription,B
258,2020-10-14 16:30:07,2 - estimateur,B
258,2020-10-14 16:33:57,3 - devis & info persos,B
258,2020-10-14 16:36:47,4 - services & options,B
258,2020-10-14 16:38:37,5 - PCE / PDL,B
258,2020-10-14 16:42:27,6 - Facturation & paiement,B
258,2020-10-14 16:44:17,7 - Récap,B
258,2020-10-14 16:48:07,8 - Fini !,B
259,2020-10-07 09:56:56,1 - arrivée souscription,B
259,2020-10-07 09:59:46,2 - estimateur,B
259,2020-10-07 10:05:36,3 - devis & info persos,B
259,2020-10-07 10:09:26,4 - services & options,B
259,2020-10-07 10:11:16,5 - PCE / PDL,B
260,2020-10-05 09:03:52,1 - arrivée souscription,B
260,2020-10-05 09:05:12,2 - estimateur,B
260,2020-10-05 09:07:32,3 - devis & info persos,B
260,2020-10-05 09:09:52,4 - services & options,B
260,2020-10-05 09:13:12,5 - PCE / PDL,B
261,2020-10-05 09:37:10,1 - arrivée souscription,A
261,2020-10-05 09:39:40,2 - estimateur,A
261,2020-10-05 09:45:10,3 - devis & info persos,A
261,2020-10-05 09:46:40,4 - services & options,A
261,2020-10-05 09:52:10,5 - PCE / PDL,A
261,2020-10-05 09:53:40,6 - Facturation & paiement,A
261,2020-10-05 09:58:10,7 - Récap,A
261,2020-10-05 10:01:40,8 - Fini !,A
262,2020-10-04 16:59:35,1 - arrivée souscription,A
262,2020-10-04 17:03:05,2 - estimateur,A
262,2020-10-04 17:08:35,3 - devis & info persos,A
262,2020-10-04 17:13:05,4 - services & options,A
262,2020-10-04 17:18:35,5 - PCE / PDL,A
262,2020-10-04 17:22:05,6 - Facturation & paiement,A
262,2020-10-04 17:26:35,7 - Récap,A
262,2020-10-04 17:31:05,8 - Fini !,A
263,2020-10-10 17:45:46,1 - arrivée souscription,A
263,2020-10-10 17:46:56,2 - estimateur,A
263,2020-10-10 17:50:06,3 - devis & info persos,A
263,2020-10-10 17:52:16,4 - services & options,A
263,2020-10-10 17:54:26,5 - PCE / PDL,A
263,2020-10-10 17:57:36,6 - Facturation & paiement,A
263,2020-10-10 17:58:46,7 - Récap,A
263,2020-10-10 18:00:56,8 - Fini !,A
264,2020-10-10 16:16:32,1 - arrivée souscription,B
264,2020-10-10 16:18:32,2 - estimateur,B
264,2020-10-10 16:22:32,3 - devis & info persos,B
264,2020-10-10 16:25:32,4 - services & options,B
264,2020-10-10 16:28:32,5 - PCE / PDL,B
265,2020-10-05 13:00:52,1 - arrivée souscription,B
265,2020-10-05 13:06:22,2 - estimateur,B
266,2020-10-07 16:50:02,1 - arrivée souscription,B
266,2020-10-07 16:54:12,2 - estimateur,B
266,2020-10-07 16:57:22,3 - devis & info persos,B
267,2020-10-07 12:58:50,1 - arrivée souscription,A
267,2020-10-07 13:01:30,2 - estimateur,A
267,2020-10-07 13:02:10,3 - devis & info persos,A
267,2020-10-07 13:03:50,4 - services & options,A
268,2020-10-06 13:30:08,1 - arrivée souscription,B
268,2020-10-06 13:31:38,2 - estimateur,B
269,2020-10-11 12:34:54,1 - arrivée souscription,A
269,2020-10-11 12:38:24,2 - estimateur,A
270,2020-10-04 11:45:48,1 - arrivée souscription,A
270,2020-10-04 11:46:58,2 - estimateur,A
270,2020-10-04 11:50:08,3 - devis & info persos,A
271,2020-10-01 09:58:45,1 - arrivée souscription,B
271,2020-10-01 10:02:35,2 - estimateur,B
271,2020-10-01 10:04:25,3 - devis & info persos,B
271,2020-10-01 10:08:15,4 - services & options,B
271,2020-10-01 10:10:05,5 - PCE / PDL,B
271,2020-10-01 10:13:55,6 - Facturation & paiement,B
272,2020-10-03 16:38:51,1 - arrivée souscription,B
272,2020-10-03 16:40:41,2 - estimateur,B
272,2020-10-03 16:44:31,3 - devis & info persos,B
272,2020-10-03 16:46:21,4 - services & options,B
272,2020-10-03 16:49:11,5 - PCE / PDL,B
272,2020-10-03 16:53:01,6 - Facturation & paiement,B
272,2020-10-03 16:54:51,7 - Récap,B
272,2020-10-03 16:59:41,8 - Fini !,B
273,2020-10-05 11:49:22,1 - arrivée souscription,A
273,2020-10-05 11:51:02,2 - estimateur,A
273,2020-10-05 11:51:42,3 - devis & info persos,A
273,2020-10-05 11:53:22,4 - services & options,A
273,2020-10-05 11:57:02,5 - PCE / PDL,A
273,2020-10-05 11:57:42,6 - Facturation & paiement,A
273,2020-10-05 12:00:22,7 - Récap,A
273,2020-10-05 12:01:02,8 - Fini !,A
274,2020-10-15 17:30:16,1 - arrivée souscription,A
274,2020-10-15 17:33:46,2 - estimateur,A
274,2020-10-15 17:40:16,3 - devis & info persos,A
274,2020-10-15 17:43:46,4 - services & options,A
274,2020-10-15 17:47:16,5 - PCE / PDL,A
275,2020-10-07 12:46:00,1 - arrivée souscription,A
275,2020-10-07 12:49:20,2 - estimateur,A
275,2020-10-07 12:52:40,3 - devis & info persos,A
275,2020-10-07 12:55:00,4 - services & options,A
276,2020-10-06 17:33:01,1 - arrivée souscription,A
276,2020-10-06 17:37:01,2 - estimateur,A
276,2020-10-06 17:41:01,3 - devis & info persos,A
276,2020-10-06 17:46:01,4 - services & options,A
276,2020-10-06 17:48:01,5 - PCE / PDL,A
277,2020-10-08 19:14:13,1 - arrivée souscription,B
277,2020-10-08 19:17:33,2 - estimateur,B
277,2020-10-08 19:17:53,3 - devis & info persos,B
277,2020-10-08 19:20:13,4 - services & options,B
277,2020-10-08 19:22:33,5 - PCE / PDL,B
277,2020-10-08 19:26:53,6 - Facturation & paiement,B
277,2020-10-08 19:27:13,7 - Récap,B
277,2020-10-08 19:29:33,8 - Fini !,B
278,2020-10-04 16:40:22,1 - arrivée souscription,B
279,2020-10-01 15:09:28,1 - arrivée souscription,B
279,2020-10-01 15:11:58,2 - estimateur,B
279,2020-10-01 15:13:28,3 - devis & info persos,B
279,2020-10-01 15:16:58,4 - services & options,B
279,2020-10-01 15:20:28,5 - PCE / PDL,B
279,2020-10-01 15:22:58,6 - Facturation & paiement,B
279,2020-10-01 15:23:28,7 - Récap,B
279,2020-10-01 15:27:58,8 - Fini !,B
280,2020-10-11 15:23:07,1 - arrivée souscription,B
280,2020-10-11 15:25:07,2 - estimateur,B
280,2020-10-11 15:27:07,3 - devis & info persos,B
280,2020-10-11 15:29:07,4 - services & options,B
280,2020-10-11 15:32:07,5 - PCE / PDL,B
281,2020-10-15 13:53:06,1 - arrivée souscription,B
281,2020-10-15 13:54:26,2 - estimateur,B
281,2020-10-15 13:58:46,3 - devis & info persos,B
281,2020-10-15 13:59:06,4 - services & options,B
281,2020-10-15 14:01:26,5 - PCE / PDL,B
282,2020-10-14 12:55:43,1 - arrivée souscription,A
282,2020-10-14 12:58:23,2 - estimateur,A
282,2020-10-14 13:01:03,3 - devis & info persos,A
282,2020-10-14 13:04:43,4 - services & options,A
282,2020-10-14 13:07:23,5 - PCE / PDL,A
282,2020-10-14 13:09:03,6 - Facturation & paiement,A
282,2020-10-14 13:12:43,7 - Récap,A
282,2020-10-14 13:13:23,8 - Fini !,A
283,2020-10-13 13:34:59,1 - arrivée souscription,B
283,2020-10-13 13:37:29,2 - estimateur,B
283,2020-10-13 13:38:59,3 - devis & info persos,B
283,2020-10-13 13:39:29,4 - services & options,B
284,2020-10-12 11:01:50,1 - arrivée souscription,A
284,2020-10-12 11:07:50,2 - estimateur,A
284,2020-10-12 11:12:50,3 - devis & info persos,A
284,2020-10-12 11:17:50,4 - services & options,A
284,2020-10-12 11:21:50,5 - PCE / PDL,A
285,2020-10-11 13:07:45,1 - arrivée souscription,B
285,2020-10-11 13:08:35,2 - estimateur,B
286,2020-10-09 13:24:51,1 - arrivée souscription,B
286,2020-10-09 13:28:31,2 - estimateur,B
286,2020-10-09 13:34:11,3 - devis & info persos,B
286,2020-10-09 13:37:51,4 - services & options,B
287,2020-10-01 17:31:01,1 - arrivée souscription,B
287,2020-10-01 17:35:31,2 - estimateur,B
287,2020-10-01 17:38:01,3 - devis & info persos,B
287,2020-10-01 17:41:31,4 - services & options,B
288,2020-10-13 09:52:45,1 - arrivée souscription,A
288,2020-10-13 09:53:45,2 - estimateur,A
289,2020-10-05 15:34:48,1 - arrivée souscription,A
289,2020-10-05 15:39:08,2 - estimateur,A
289,2020-10-05 15:40:28,3 - devis & info persos,A
289,2020-10-05 15:43:48,4 - services & options,A
290,2020-10-02 19:03:04,1 - arrivée souscription,A
290,2020-10-02 19:05:54,2 - estimateur,A
290,2020-10-02 19:07:44,3 - devis & info persos,A
290,2020-10-02 19:08:34,4 - services & options,A
290,2020-10-02 19:10:24,5 - PCE / PDL,A
290,2020-10-02 19:13:14,6 - Facturation & paiement,A
290,2020-10-02 19:14:04,7 - Récap,A
290,2020-10-02 19:14:54,8 - Fini !,A
291,2020-10-11 20:23:40,1 - arrivée souscription,B
291,2020-10-11 20:28:30,2 - estimateur,B
291,2020-10-11 20:32:20,3 - devis & info persos,B
291,2020-10-11 20:35:10,4 - services & options,B
291,2020-10-11 20:40:00,5 - PCE / PDL,B
292,2020-10-09 15:10:29,1 - arrivée souscription,B
292,2020-10-09 15:16:19,2 - estimateur,B
292,2020-10-09 15:20:09,3 - devis & info persos,B
292,2020-10-09 15:25:59,4 - services & options,B
292,2020-10-09 15:29:49,5 - PCE / PDL,B
292,2020-10-09 15:35:39,6 - Facturation & paiement,B
292,2020-10-09 15:40:29,7 - Récap,B
292,2020-10-09 15:45:19,8 - Fini !,B
293,2020-10-15 13:34:01,1 - arrivée souscription,B
293,2020-10-15 13:37:01,2 - estimateur,B
293,2020-10-15 13:39:01,3 - devis & info persos,B
293,2020-10-15 13:44:01,4 - services & options,B
293,2020-10-15 13:45:01,5 - PCE / PDL,B
293,2020-10-15 13:48:01,6 - Facturation & paiement,B
293,2020-10-15 13:52:01,7 - Récap,B
293,2020-10-15 13:55:01,8 - Fini !,B
294,2020-10-06 08:40:49,1 - arrivée souscription,B
295,2020-10-06 15:09:54,1 - arrivée souscription,A
295,2020-10-06 15:11:24,2 - estimateur,A
295,2020-10-06 15:14:54,3 - devis & info persos,A
295,2020-10-06 15:17:24,4 - services & options,A
295,2020-10-06 15:18:54,5 - PCE / PDL,A
295,2020-10-06 15:23:24,6 - Facturation & paiement,A
295,2020-10-06 15:23:54,7 - Récap,A
295,2020-10-06 15:26:24,8 - Fini !,A
296,2020-10-05 12:26:59,1 - arrivée souscription,B
296,2020-10-05 12:29:59,2 - estimateur,B
296,2020-10-05 12:31:59,3 - devis & info persos,B
296,2020-10-05 12:34:59,4 - services & options,B
296,2020-10-05 12:37:59,5 - PCE / PDL,B
296,2020-10-05 12:42:59,6 - Facturation & paiement,B
296,2020-10-05 12:44:59,7 - Récap,B
296,2020-10-05 12:48:59,8 - Fini !,B
297,2020-10-06 14:25:53,1 - arrivée souscription,A
297,2020-10-06 14:27:33,2 - estimateur,A
297,2020-10-06 14:28:13,3 - devis & info persos,A
297,2020-10-06 14:29:53,4 - services & options,A
297,2020-10-06 14:32:33,5 - PCE / PDL,A
297,2020-10-06 14:35:13,6 - Facturation & paiement,A
297,2020-10-06 14:35:53,7 - Récap,A
297,2020-10-06 14:38:33,8 - Fini !,A
298,2020-10-10 14:09:51,1 - arrivée souscription,B
298,2020-10-10 14:13:11,2 - estimateur,B
299,2020-10-09 10:12:06,1 - arrivée souscription,B
299,2020-10-09 10:16:06,2 - estimateur,B
299,2020-10-09 10:20:06,3 - devis & info persos,B
299,2020-10-09 10:25:06,4 - services & options,B
299,2020-10-09 10:27:06,5 - PCE / PDL,B
299,2020-10-09 10:32:06,6 - Facturation & paiement,B
299,2020-10-09 10:37:06,7 - Récap,B
299,2020-10-09 10:41:06,8 - Fini !,B
300,2020-10-02 18:55:41,1 - arrivée souscription,B
300,2020-10-02 18:57:51,2 - estimateur,B
301,2020-10-02 12:02:33,1 - arrivée souscription,A
301,2020-10-02 12:06:53,2 - estimateur,A
301,2020-10-02 12:11:13,3 - devis & info persos,A
301,2020-10-02 12:14:33,4 - services & options,A
301,2020-10-02 12:18:53,5 - PCE / PDL,A
301,2020-10-02 12:25:13,6 - Facturation & paiement,A
301,2020-10-02 12:28:33,7 - Récap,A
301,2020-10-02 12:31:53,8 - Fini !,A
302,2020-10-05 08:31:53,1 - arrivée souscription,B
302,2020-10-05 08:35:13,2 - estimateur,B
302,2020-10-05 08:39:33,3 - devis & info persos,B
302,2020-10-05 08:42:53,4 - services & options,B
302,2020-10-05 08:46:13,5 - PCE / PDL,B
302,2020-10-05 08:49:33,6 - Facturation & paiement,B
302,2020-10-05 08:50:53,7 - Récap,B
302,2020-10-05 08:54:13,8 - Fini !,B
303,2020-10-08 18:37:05,1 - arrivée souscription,A
303,2020-10-08 18:39:25,2 - estimateur,A
303,2020-10-08 18:40:45,3 - devis & info persos,A
303,2020-10-08 18:40:05,4 - services & options,A
303,2020-10-08 18:42:25,5 - PCE / PDL,A
303,2020-10-08 18:42:45,6 - Facturation & paiement,A
303,2020-10-08 18:44:05,7 - Récap,A
303,2020-10-08 18:45:25,8 - Fini !,A
304,2020-10-03 16:46:15,1 - arrivée souscription,A
304,2020-10-03 16:49:15,2 - estimateur,A
304,2020-10-03 16:55:15,3 - devis & info persos,A
304,2020-10-03 16:58:15,4 - services & options,A
304,2020-10-03 17:01:15,5 - PCE / PDL,A
305,2020-10-15 10:40:39,1 - arrivée souscription,B
305,2020-10-15 10:46:29,2 - estimateur,B
305,2020-10-15 10:49:19,3 - devis & info persos,B
305,2020-10-15 10:56:09,4 - services & options,B
306,2020-10-08 10:21:21,1 - arrivée souscription,B
306,2020-10-08 10:23:51,2 - estimateur,B
306,2020-10-08 10:27:21,3 - devis & info persos,B
306,2020-10-08 10:30:51,4 - services & options,B
306,2020-10-08 10:36:21,5 - PCE / PDL,B
306,2020-10-08 10:37:51,6 - Facturation & paiement,B
306,2020-10-08 10:42:21,7 - Récap,B
306,2020-10-08 10:46:51,8 - Fini !,B
307,2020-10-12 11:59:40,1 - arrivée souscription,A
308,2020-10-03 20:11:12,1 - arrivée souscription,B
308,2020-10-03 20:13:02,2 - estimateur,B
309,2020-10-05 10:24:50,1 - arrivée souscription,A
309,2020-10-05 10:26:30,2 - estimateur,A
309,2020-10-05 10:29:10,3 - devis & info persos,A
309,2020-10-05 10:33:50,4 - services & options,A
309,2020-10-05 10:35:30,5 - PCE / PDL,A
309,2020-10-05 10:39:10,6 - Facturation & paiement,A
309,2020-10-05 10:41:50,7 - Récap,A
309,2020-10-05 10:43:30,8 - Fini !,A
310,2020-10-06 15:16:31,1 - arrivée souscription,A
310,2020-10-06 15:16:21,2 - estimateur,A
310,2020-10-06 15:18:11,3 - devis & info persos,A
310,2020-10-06 15:19:01,4 - services & options,A
310,2020-10-06 15:19:51,5 - PCE / PDL,A
310,2020-10-06 15:21:41,6 - Facturation & paiement,A
310,2020-10-06 15:21:31,7 - Récap,A
310,2020-10-06 15:22:21,8 - Fini !,A
311,2020-10-03 13:54:12,1 - arrivée souscription,B
311,2020-10-03 13:59:52,2 - estimateur,B
311,2020-10-03 14:02:32,3 - devis & info persos,B
311,2020-10-03 14:08:12,4 - services & options,B
311,2020-10-03 14:13:52,5 - PCE / PDL,B
311,2020-10-03 14:16:32,6 - Facturation & paiement,B
311,2020-10-03 14:21:12,7 - Récap,B
311,2020-10-03 14:25:52,8 - Fini !,B
312,2020-10-03 15:13:29,1 - arrivée souscription,B
312,2020-10-03 15:15:49,2 - estimateur,B
313,2020-10-02 10:37:26,1 - arrivée souscription,A
313,2020-10-02 10:42:06,2 - estimateur,A
313,2020-10-02 10:45:46,3 - devis & info persos,A
313,2020-10-02 10:52:26,4 - services & options,A
313,2020-10-02 10:55:06,5 - PCE / PDL,A
314,2020-10-08 17:35:18,1 - arrivée souscription,A
314,2020-10-08 17:40:08,2 - estimateur,A
314,2020-10-08 17:44:58,3 - devis & info persos,A
314,2020-10-08 17:48:48,4 - services & options,A
315,2020-10-06 11:23:51,1 - arrivée souscription,B
316,2020-10-02 12:49:04,1 - arrivée souscription,B
316,2020-10-02 12:53:54,2 - estimateur,B
316,2020-10-02 12:59:44,3 - devis & info persos,B
316,2020-10-02 13:04:34,4 - services & options,B
316,2020-10-02 13:07:24,5 - PCE / PDL,B
316,2020-10-02 13:12:14,6 - Facturation & paiement,B
316,2020-10-02 13:19:04,7 - Récap,B
316,2020-10-02 13:22:54,8 - Fini !,B
317,2020-10-03 12:11:18,1 - arrivée souscription,B
318,2020-10-05 14:29:52,1 - arrivée souscription,B
318,2020-10-05 14:31:42,2 - estimateur,B
318,2020-10-05 14:33:32,3 - devis & info persos,B
318,2020-10-05 14:36:22,4 - services & options,B
318,2020-10-05 14:37:12,5 - PCE / PDL,B
318,2020-10-05 14:40:02,6 - Facturation & paiement,B
319,2020-10-13 10:41:40,1 - arrivée souscription,A
319,2020-10-13 10:44:30,2 - estimateur,A
319,2020-10-13 10:46:20,3 - devis & info persos,A
319,2020-10-13 10:46:10,4 - services & options,A
320,2020-10-11 20:26:57,1 - arrivée souscription,B
320,2020-10-11 20:30:07,2 - estimateur,B
320,2020-10-11 20:35:17,3 - devis & info persos,B
320,2020-10-11 20:39:27,4 - services & options,B
320,2020-10-11 20:42:37,5 - PCE / PDL,B
320,2020-10-11 20:46:47,6 - Facturation & paiement,B
320,2020-10-11 20:52:57,7 - Récap,B
320,2020-10-11 20:57:07,8 - Fini !,B
321,2020-10-15 11:30:43,1 - arrivée souscription,A
321,2020-10-15 11:35:03,2 - estimateur,A
321,2020-10-15 11:36:23,3 - devis & info persos,A
321,2020-10-15 11:39:43,4 - services & options,A
321,2020-10-15 11:45:03,5 - PCE / PDL,A
322,2020-10-01 16:55:17,1 - arrivée souscription,A
322,2020-10-01 16:58:07,2 - estimateur,A
322,2020-10-01 16:58:57,3 - devis & info persos,A
322,2020-10-01 17:00:47,4 - services & options,A
322,2020-10-01 17:01:37,5 - PCE / PDL,A
322,2020-10-01 17:04:27,6 - Facturation & paiement,A
322,2020-10-01 17:07:17,7 - Récap,A
323,2020-10-01 10:36:15,1 - arrivée souscription,A
323,2020-10-01 10:37:45,2 - estimateur,A
323,2020-10-01 10:40:15,3 - devis & info persos,A
323,2020-10-01 10:44:45,4 - services & options,A
323,2020-10-01 10:45:15,5 - PCE / PDL,A
323,2020-10-01 10:48:45,6 - Facturation & paiement,A
323,2020-10-01 10:50:15,7 - Récap,A
323,2020-10-01 10:53:45,8 - Fini !,A
324,2020-10-15 14:10:18,1 - arrivée souscription,A
324,2020-10-15 14:13:48,2 - estimateur,A
324,2020-10-15 14:14:18,3 - devis & info persos,A
325,2020-10-01 14:49:39,1 - arrivée souscription,B
325,2020-10-01 14:54:59,2 - estimateur,B
325,2020-10-01 14:59:19,3 - devis & info persos,B
325,2020-10-01 15:03:39,4 - services & options,B
325,2020-10-01 15:06:59,5 - PCE / PDL,B
326,2020-10-13 10:46:15,1 - arrivée souscription,A
326,2020-10-13 10:48:25,2 - estimateur,A
326,2020-10-13 10:49:35,3 - devis & info persos,A
326,2020-10-13 10:49:45,4 - services & options,A
326,2020-10-13 10:49:55,5 - PCE / PDL,A
327,2020-10-04 17:58:51,1 - arrivée souscription,B
327,2020-10-04 18:01:11,2 - estimateur,B
328,2020-10-08 18:57:47,1 - arrivée souscription,B
329,2020-10-11 11:57:35,1 - arrivée souscription,A
329,2020-10-11 11:59:35,2 - estimateur,A
330,2020-10-14 19:56:42,1 - arrivée souscription,A
330,2020-10-14 19:58:02,2 - estimateur,A
330,2020-10-14 19:59:22,3 - devis & info persos,A
330,2020-10-14 19:59:42,4 - services & options,A
330,2020-10-14 20:01:02,5 - PCE / PDL,A
331,2020-10-10 20:03:55,1 - arrivée souscription,A
331,2020-10-10 20:05:25,2 - estimateur,A
331,2020-10-10 20:09:55,3 - devis & info persos,A
331,2020-10-10 20:10:25,4 - services & options,A
331,2020-10-10 20:12:55,5 - PCE / PDL,A
332,2020-10-12 15:40:06,1 - arrivée souscription,A
332,2020-10-12 15:43:36,2 - estimateur,A
332,2020-10-12 15:49:06,3 - devis & info persos,A
332,2020-10-12 15:54:36,4 - services & options,A
332,2020-10-12 15:58:06,5 - PCE / PDL,A
332,2020-10-12 16:02:36,6 - Facturation & paiement,A
333,2020-10-15 13:06:56,1 - arrivée souscription,A
333,2020-10-15 13:08:46,2 - estimateur,A
333,2020-10-15 13:07:36,3 - devis & info persos,A
333,2020-10-15 13:08:26,4 - services & options,A
333,2020-10-15 13:11:16,5 - PCE / PDL,A
333,2020-10-15 13:10:06,6 - Facturation & paiement,A
333,2020-10-15 13:10:56,7 - Récap,A
333,2020-10-15 13:13:46,8 - Fini !,A
334,2020-10-14 17:46:28,1 - arrivée souscription,B
334,2020-10-14 17:51:48,2 - estimateur,B
334,2020-10-14 17:56:08,3 - devis & info persos,B
334,2020-10-14 17:58:28,4 - services & options,B
334,2020-10-14 18:02:48,5 - PCE / PDL,B
